id,crop_reference_id,season,sulphur,zinc,boron,iron,manganese,copper,org_manure,biofertilizer,created_at,updated_at,sulphur_bn,zinc_bn,boron_bn,iron_bn,manganese_bn,copper_bn,org_manure_bn,biofertilizer_bn
11,70,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-16 10:18:55.000000,2016-03-16 10:18:55.000000,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
12,71,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-16 10:21:34.000000,2016-03-16 10:21:34.000000,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
14,113,,Elemental Sulphur @ 4 kg/acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-17 13:13:28.648064,2016-03-17 13:13:28.648064,মৌলিক সালফার 4 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
15,114,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-17 13:14:44.660886,2016-03-17 13:14:44.660886,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
16,115,,Elemental Sulphur @ 4 kg/acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-17 13:38:52.181091,2016-03-17 13:38:52.181091,মৌলিক সালফার 4 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
17,196,,Elemental Sulphur @ 4.8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 05:55:07.677377,2016-06-09 13:51:12.717379,মৌলিক সালফার 4.8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
18,90,,Elemental Sulphur @ 4.8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 10:02:37.070525,2016-03-18 10:02:37.070525,মৌলিক সালফার 4.8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
19,116,,Elemental Sulphur @ 4.8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 10:14:38.629025,2016-03-18 10:14:38.629025,মৌলিক সালফার 4.8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
20,117,,Elemental Sulphur @ 4.8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,0.1 % Disodium octaborate tetrahydrate @100 l/ acre at 3rd week and 200 l /acre at 6th week of sowing,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 10:24:07.566011,2016-03-18 10:24:07.566011,মৌলিক সালফার 4.8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,0.1% ডাইসোডিয়াম অকটাবোরেট টেটরাহাইড্রেট ফসল বোনার পর 3 সপ্তাহে @ 100 লিটার / একর এবং 6 সপ্তাহে @ 200 লিটার / একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
21,212,,Elemental Sulphur @ 4.8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,0.1 % Disodium octaborate tetrahydrate @100 l/ acre at 3rd week and 200 l /acre at 6th week of sowing,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 10:24:46.779767,2016-03-18 10:24:46.779767,মৌলিক সালফার 4.8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,0.1% ডাইসোডিয়াম অকটাবোরেট টেটরাহাইড্রেট ফসল বোনার পর 3 সপ্তাহে @ 100 লিটার / একর এবং 6 সপ্তাহে @ 200 লিটার / একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
22,118,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 10:26:47.594241,2016-03-18 10:26:47.594241,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
23,202,,Elemental Sulphur @ 8 kg/ acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 10:27:13.902472,2016-03-18 10:27:13.902472,মৌলিক সালফার 8 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
24,107,,Elemental Sulphur @ 4 kg/acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 10:29:48.198838,2016-03-18 10:29:48.198838,মৌলিক সালফার 4 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
25,119,,Elemental Sulphur @ 4 kg/acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 10:30:41.902007,2016-03-18 10:30:41.902007,মৌলিক সালফার 4 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
26,215,,Elemental Sulphur @ 4 kg/acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 10:30:52.199535,2016-03-18 10:30:52.199535,মৌলিক সালফার 4 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
27,120,,Elemental Sulphur @ 4 kg/acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 10:32:44.637831,2016-03-18 10:32:44.637831,মৌলিক সালফার 4 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
28,173,,Elemental Sulphur @ 4 kg/acre at land preparation,Zinc Sulphate @ 10 kg/ acre at land preparation,Borax @4 kg / acre at land preparation,Ferrous sulfate @ 6  kg/acre ,Spray of 0.5% manganese sulphate solution,Foliar spray of 0.025 % solution of copper sulphate (pentahydrate) ,FYM 2 Ton/Acre,Azotobactor & PSB @ 3KG/Acre each,2016-03-18 10:32:58.852392,2016-03-18 10:32:58.852392,মৌলিক সালফার 4 কেজি / একর জমি প্রস্তুতির সময়,জিঙ্ক সালফেট 10 কেজি / একর জমি প্রস্তুতির সময়,জমি প্রস্তুতির সময় বোরাক্স  @ 4 কেজি /একর,ফেরাস সালফেট @ 6 কেজি /একর,0.5% ম্যাঙ্গানিজ সালফেট দ্রবণ স্প্রে করতে হবে,0.025% কপার সালফেট (পেনটা হাইড্রেট) দ্রবণ স্প্রে করতে হবে (ফোলিয়ার),খামারজাতসার 2 টন / একর,Azotobactor & PSB @ 3 কেজি /একর
