0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
5214,50488,Burdwan 1 - STL Burdwan,,,2016-02-21,,,Bardhaman,AUSHGRAM - I,Bannabagram,Undulated,Irrigated,Tube Well,Clay loam,23.542278,87.631639,,,Paddy,,,,,True,02009028015,2016-06-29 05:32:16.311144,2016-06-29 05:32:16.355493
5215,50489,Burdwan 1 - STL Burdwan,,,2016-02-21,,,Bardhaman,AUSHGRAM - I,Bannabagram,Undulated,Irrigated,Tube Well,Clay loam,23.54175,87.630167,,,Paddy,,,,,True,02009028016,2016-06-29 05:32:16.758559,2016-06-29 05:32:16.790589
5216,50490,Burdwan 1 - STL Burdwan,,,2016-01-19,,,Bardhaman,AUSHGRAM - I,Karatia,Levelled,Irrigated,Pond,Clay loam,23.505639,87.659556,,,,,,,,True,02009063008,2016-06-29 05:32:17.169484,2016-06-29 05:32:17.201408
5217,50491,Burdwan 1 - STL Burdwan,,,2016-02-21,,,Bardhaman,AUSHGRAM - I,Bannabagram,Undulated,Irrigated,Tube Well,Clay loam,23.541194,87.631361,,,Paddy,,,,,True,02009028017,2016-06-29 05:32:17.582241,2016-06-29 05:32:17.617796
5218,50492,Burdwan 1 - STL Burdwan,,,2016-01-18,,,Bardhaman,AUSHGRAM - I,Bannabagram,Undulated,Irrigated,Tube Well,Clay loam,23.542556,87.625722,,,Paddy,,,,,True,02009028018,2016-06-29 05:32:17.999679,2016-06-29 05:32:18.040359
5219,50493,Burdwan 1 - STL Burdwan,,,2016-01-18,,,Bardhaman,AUSHGRAM - I,Bannabagram,Undulated,Irrigated,Tube Well,Clay loam,23.526194,87.626722,,,Paddy,,,,,True,02009028019,2016-06-29 05:32:18.590652,2016-06-29 05:32:18.651675
5220,50494,Burdwan 1 - STL Burdwan,,,2016-02-21,,,Bardhaman,AUSHGRAM - I,Bannabagram,Undulated,Irrigated,Tube Well,Clay loam,23.543833,87.628806,,,Paddy,,,,,True,02009028020,2016-06-29 05:32:19.436438,2016-06-29 05:32:19.521893
5221,50495,Burdwan 1 - STL Burdwan,,,2016-02-21,,,Bardhaman,AUSHGRAM - I,Bannabagram,Undulated,Irrigated,Tube Well,Clay loam,23.542556,87.629667,,,Paddy,,,,,True,02009028021,2016-06-29 05:32:20.448789,2016-06-29 05:32:20.531630
5222,50496,Burdwan 1 - STL Burdwan,,,2016-02-21,,,Bardhaman,AUSHGRAM - I,Bannabagram,Undulated,Irrigated,Tube Well,Clay loam,23.542861,87.631278,,,Paddy,,,,,True,02009028022,2016-06-29 05:32:21.336594,2016-06-29 05:32:21.405913
5223,50497,Burdwan 1 - STL Burdwan,,,2016-01-18,,,Bardhaman,AUSHGRAM - I,Karatia,Levelled,Irrigated,Well,Clay loam,23.507139,87.6605,,,Paddy,,,,,True,02009063009,2016-06-29 05:32:22.058196,2016-06-29 05:32:22.089924
5224,50498,Burdwan 1 - STL Burdwan,,,2016-01-18,,,Bardhaman,AUSHGRAM - I,Karatia,Levelled,Irrigated,Tube Well,Clay loam,23.506833,87.660722,,,Paddy,,,,,True,02009063010,2016-06-29 05:32:22.461524,2016-06-29 05:32:22.490901
5225,50499,Burdwan 1 - STL Burdwan,,,2016-02-21,,,Bardhaman,AUSHGRAM - I,Bannabagram,Undulated,Irrigated,Tube Well,Clay loam,23.541778,87.628417,,,Paddy,,,,,True,02009028023,2016-06-29 05:32:23.065657,2016-06-29 05:32:23.137230
5226,50500,Burdwan 1 - STL Burdwan,,,2016-02-21,,,Bardhaman,AUSHGRAM - I,Bannabagram,Undulated,Irrigated,Tube Well,Clay loam,23.542611,87.631528,,,Paddy,,,,,True,02009028024,2016-06-29 05:32:23.839654,2016-06-29 05:32:23.911802
5227,50501,Burdwan 1 - STL Burdwan,,,2016-01-18,,,Bardhaman,AUSHGRAM - I,Bannabagram,Undulated,Irrigated,Tube Well,Clay loam,23.543111,87.459611,,,Paddy,,,,,True,02009028025,2016-06-29 05:32:24.724799,2016-06-29 05:32:24.801426
5228,50502,Burdwan 1 - STL Burdwan,,,2016-01-18,,,Bardhaman,AUSHGRAM - I,Bannabagram,Undulated,Irrigated,Tube Well,Clay loam,23.513111,87.466444,,,Paddy,,,,,True,02009028026,2016-06-29 05:32:25.654441,2016-06-29 05:32:25.708581
5229,50503,Burdwan 1 - STL Burdwan,,,2016-02-21,,,Bardhaman,AUSHGRAM - I,Bannabagram,Undulated,Irrigated,Tube Well,Clay loam,23.542,87.627361,,,Paddy,,,,,True,02009028027,2016-06-29 05:32:26.357544,2016-06-29 05:32:26.427402
5230,50504,Burdwan 1 - STL Burdwan,,,2016-02-21,,,Bardhaman,AUSHGRAM - I,Bannabagram,Undulated,Irrigated,Tube Well,Clay loam,23.517194,87.626694,,,Paddy,,,,,True,02009028028,2016-06-29 05:32:27.286180,2016-06-29 05:32:27.356119
5231,50505,Burdwan 1 - STL Burdwan,,,2016-02-21,,,Bardhaman,AUSHGRAM - I,Bannabagram,Undulated,Irrigated,Tube Well,Clay loam,23.542861,87.626444,,,Paddy,,,,,True,02009028029,2016-06-29 05:32:28.264081,2016-06-29 05:32:28.363991
5232,50506,Burdwan 1 - STL Burdwan,,,2016-01-18,,,Bardhaman,AUSHGRAM - I,Bannabagram,Undulated,Irrigated,Tube Well,Clay loam,23.517278,87.459639,,,Paddy,,,,,True,02009028030,2016-06-29 05:32:29.239199,2016-06-29 05:32:29.325809
5233,50507,Burdwan 1 - STL Burdwan,,,2016-01-18,,,Bardhaman,AUSHGRAM - I,Bannabagram,Undulated,Irrigated,Tube Well,Clay loam,23.522556,87.459778,,,Paddy,,,,,True,02009028031,2016-06-29 05:32:30.114806,2016-06-29 05:32:30.207310
5234,50508,Burdwan 1 - STL Burdwan,,,2016-02-21,,,Bardhaman,AUSHGRAM - I,Bannabagram,Undulated,Irrigated,Tube Well,Clay loam,23.542194,87.629639,,,Paddy,,,,,True,02009028032,2016-06-29 05:32:31.007120,2016-06-29 05:32:31.070996
5235,50509,Burdwan 1 - STL Burdwan,,,2016-02-21,,,Bardhaman,AUSHGRAM - I,Bannabagram,Undulated,Irrigated,Tube Well,Clay loam,23.542,87.626278,,,Paddy,,,,,True,02009028033,2016-06-29 05:32:31.830383,2016-06-29 05:32:31.911345
5236,50510,Burdwan 1 - STL Burdwan,,,2016-02-21,,,Bardhaman,AUSHGRAM - I,Bannabagram,Undulated,Irrigated,Tube Well,Clay loam,23.542833,87.628528,,,Paddy,,,,,True,02009028034,2016-06-29 05:32:32.671775,2016-06-29 05:32:32.732528
5237,50511,Burdwan 1 - STL Burdwan,,,2016-01-18,,,Bardhaman,AUSHGRAM - I,Karatia,Levelled,Irrigated,Pond,Clay loam,23.506278,87.660056,,,Paddy,,,,,True,02009063011,2016-06-29 05:32:33.430474,2016-06-29 05:32:33.496047
5238,50512,Burdwan 1 - STL Burdwan,,,2016-01-18,,,Bardhaman,AUSHGRAM - I,Karatia,Levelled,Irrigated,Pond,Clay loam,23.507028,87.660222,,,Paddy,,,,,True,02009063012,2016-06-29 05:32:33.867983,2016-06-29 05:32:33.900151
5239,50513,Burdwan 1 - STL Burdwan,,,2016-01-18,,,Bardhaman,AUSHGRAM - I,Bannabagram,Undulated,Irrigated,Tube Well,Clay loam,23.510361,87.461722,,,Paddy,,,,,True,02009028035,2016-06-29 05:32:34.442103,2016-06-29 05:32:34.481132
5240,50514,Burdwan 1 - STL Burdwan,,,2016-02-18,,,Bardhaman,AUSHGRAM - I,Ausgram,Undulated,Irrigated,Pond,Clay loam,23.518167,87.674083,,,Paddy,,,,,True,02009064094,2016-06-29 05:32:34.826831,2016-06-29 05:32:34.858917
5421,10401,Paschim Medinipur 1 Stl Pacshim Medinipur,,,2015-12-15,,,Paschim Medinipur,PINGLA,Barkhelna,Levelled,Irrigated,Tube Well,Sandy loam,22.4175,88.034444,Paddy,,Paddy,,Paddy,,,True,10016191007,2016-06-29 06:51:07.945883,2016-06-29 06:51:08.047985
5422,10402,Paschim Medinipur 1 Stl Pacshim Medinipur,,,2015-12-15,,,Paschim Medinipur,PINGLA,Barkhelna,Levelled,Irrigated,Tube Well,Sandy loam,22.4175,88.034444,Paddy,,Paddy,,Paddy,,,True,10016191008,2016-06-29 06:51:09.056910,2016-06-29 06:51:09.120616
5423,10403,Paschim Medinipur 1 Stl Pacshim Medinipur,,,2015-12-15,,,Paschim Medinipur,PINGLA,Tungur,Levelled,Irrigated,Tube Well,Sandy loam,22.433889,88.034444,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10016076005,2016-06-29 06:51:09.705618,2016-06-29 06:51:09.805679
5424,10404,Paschim Medinipur 1 Stl Pacshim Medinipur,,,2015-12-15,,,Paschim Medinipur,PINGLA,Barkhelna,Levelled,Irrigated,Tube Well,Sandy loam,22.4175,88.034444,Paddy,,Paddy,,Paddy,,,True,10016191009,2016-06-29 06:51:10.724547,2016-06-29 06:51:10.792311
5425,10405,Paschim Medinipur 1 Stl Pacshim Medinipur,,,2015-12-15,,,Paschim Medinipur,PINGLA,Barkhelna,Levelled,Irrigated,Tube Well,Sandy loam,22.416667,88.033333,Paddy,,Paddy,,Paddy,,,True,10016191010,2016-06-29 06:51:11.968351,2016-06-29 06:51:12.061714
5426,10406,Paschim Medinipur 1 Stl Pacshim Medinipur,,,2015-12-15,,,Paschim Medinipur,PINGLA,Khirinda,Levelled,Irrigated,Tube Well,Sandy loam,22.483611,87.950278,Paddy,,Paddy,,Paddy,,,True,10016010001,2016-06-29 06:51:13.192626,2016-06-29 06:51:13.354725
5427,10407,Paschim Medinipur 1 Stl Pacshim Medinipur,,,2015-12-15,,,Paschim Medinipur,PINGLA,Kshirai,Levelled,Irrigated,Tube Well,Sandy loam,22.451389,87.951389,Sunflower,,Paddy,,Paddy,,,True,10016066001,2016-06-29 06:51:14.338650,2016-06-29 06:51:14.466573
5428,10408,Paschim Medinipur 1 Stl Pacshim Medinipur,,,2015-12-15,,,Paschim Medinipur,PINGLA,Tungur,Levelled,Irrigated,Tube Well,Sandy loam,22.434444,88.034722,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10016076006,2016-06-29 06:51:15.367587,2016-06-29 06:51:15.466626
5429,10409,Paschim Medinipur 1 Stl Pacshim Medinipur,,,2015-12-15,,,Paschim Medinipur,PINGLA,Barkhelna,Levelled,Irrigated,Tube Well,Sandy loam,22.4175,88.034444,Paddy,,Paddy,,Paddy,,,True,10016191011,2016-06-29 06:51:16.354984,2016-06-29 06:51:16.445258
5430,10410,Paschim Medinipur 1 Stl Pacshim Medinipur,,,2015-12-15,,,Paschim Medinipur,PINGLA,Khirinda,Levelled,Irrigated,Tube Well,Sandy loam,22.500278,87.818333,Sunflower,,Paddy,,Paddy,,,True,10016010002,2016-06-29 06:51:17.324733,2016-06-29 06:51:17.419636
5431,10411,Paschim Medinipur 1 Stl Pacshim Medinipur,,,2015-12-15,,,Paschim Medinipur,PINGLA,Tungur,Levelled,Irrigated,Tube Well,Sandy loam,22.433611,87.868333,Paddy,Paddy,Paddy,Paddy,Paddy,Paddy,,True,10016076007,2016-06-29 06:51:18.409927,2016-06-29 06:51:18.492259
